Iteration,trainAccuracy,trainCoverage,trainReward,trainLong%,trainShort%,trainLongAcc,trainShortAcc,trainLongPrec,trainShortPrec,validationAccuracy,validationCoverage,validationReward,validationLong%,validationShort%,validationLongAcc,validationShortAcc,validLongPrec,validShortPrec,testAccuracy,testCoverage,testReward,testLong%,testShort%,testLongAcc,testShortAcc,testLongPrec,testShortPrec
0,0.5077951002227171,0.43173076923076925,-0.10444924976161418,0.43173076923076925,0.0,0.5077951002227171,0,0.4175824175824176,0.0,0.41379310344827586,0.27884615384615385,-0.19960140145017366,0.27884615384615385,0.0,0.41379310344827586,0,0.22641509433962265,0.0,0.4642857142857143,0.2692307692307692,-0.15961810429292075,0.2692307692307692,0.0,0.4642857142857143,0,0.26,0.0
1,0.6753246753246753,0.3701923076923077,4.867350778192381,0.3701923076923077,0.0,0.6753246753246753,0,0.47619047619047616,0.0,0.5128205128205128,0.375,0.13459362187924692,0.375,0.0,0.5128205128205128,0,0.37735849056603776,0.0,0.46153846153846156,0.375,-0.13077783971058438,0.375,0.0,0.46153846153846156,0,0.36,0.0
2,0.7120181405895691,0.42403846153846153,6.419103038142803,0.42403846153846153,0.0,0.7120181405895691,0,0.575091575091575,0.0,0.5121951219512195,0.3942307692307692,0.21700116171941583,0.3942307692307692,0.0,0.5121951219512195,0,0.39622641509433965,0.0,0.5111111111111111,0.4326923076923077,0.03053080852804933,0.4326923076923077,0.0,0.5111111111111111,0,0.46,0.0
3,0.7521929824561403,0.43846153846153846,8.490525115643159,0.43846153846153846,0.0,0.7521929824561403,0,0.6282051282051282,0.0,0.5454545454545454,0.4230769230769231,0.2379675002488028,0.4230769230769231,0.0,0.5454545454545454,0,0.4528301886792453,0.0,0.4888888888888889,0.4326923076923077,-0.09243156930930461,0.4326923076923077,0.0,0.4888888888888889,0,0.44,0.0
4,0.7893569844789357,0.43365384615384617,9.293933362418453,0.43365384615384617,0.0,0.7893569844789357,0,0.652014652014652,0.0,0.5333333333333333,0.4326923076923077,0.0699777694955695,0.4326923076923077,0.0,0.5333333333333333,0,0.4528301886792453,0.0,0.4888888888888889,0.4326923076923077,-0.14920458275660733,0.4326923076923077,0.0,0.4888888888888889,0,0.44,0.0
5,0.7618025751072961,0.4480769230769231,8.499824992153586,0.4480769230769231,0.0,0.7618025751072961,0,0.6501831501831502,0.0,0.4883720930232558,0.41346153846153844,0.023095107430486664,0.41346153846153844,0.0,0.4883720930232558,0,0.39622641509433965,0.0,0.5116279069767442,0.41346153846153844,-0.020055953714847547,0.41346153846153844,0.0,0.5116279069767442,0,0.44,0.0
6,0.8126361655773421,0.44134615384615383,9.654943327543277,0.44134615384615383,0.0,0.8126361655773421,0,0.6831501831501832,0.0,0.5116279069767442,0.41346153846153844,0.20300150147188642,0.41346153846153844,0.0,0.5116279069767442,0,0.41509433962264153,0.0,0.4888888888888889,0.4326923076923077,-0.16652584162427386,0.4326923076923077,0.0,0.4888888888888889,0,0.44,0.0
7,0.7763713080168776,0.45576923076923076,8.839773270110587,0.45576923076923076,0.0,0.7763713080168776,0,0.673992673992674,0.0,0.5384615384615384,0.5,0.21356001670560973,0.5,0.0,0.5384615384615384,0,0.5283018867924528,0.0,0.48148148148148145,0.5192307692307693,-0.31089423850516246,0.5192307692307693,0.0,0.48148148148148145,0,0.52,0.0
8,0.8067226890756303,0.4576923076923077,9.955844503201313,0.4576923076923077,0.0,0.8067226890756303,0,0.7032967032967034,0.0,0.5208333333333334,0.46153846153846156,0.2463783445234748,0.46153846153846156,0.0,0.5208333333333334,0,0.4716981132075472,0.0,0.42857142857142855,0.5384615384615384,-0.39476114961039366,0.5384615384615384,0.0,0.42857142857142855,0,0.48,0.0
9,0.803347280334728,0.4596153846153846,10.07996816073971,0.4596153846153846,0.0,0.803347280334728,0,0.7032967032967034,0.0,0.5319148936170213,0.4519230769230769,0.2975085266656055,0.4519230769230769,0.0,0.5319148936170213,0,0.4716981132075472,0.0,0.42105263157894735,0.5480769230769231,-0.36214811835322314,0.5480769230769231,0.0,0.42105263157894735,0,0.48,0.0
10,0.8155339805825242,0.4951923076923077,10.514433645415014,0.4951923076923077,0.0,0.8155339805825242,0,0.7692307692307693,0.0,0.5490196078431373,0.49038461538461536,0.26211096201354633,0.49038461538461536,0.0,0.5490196078431373,0,0.5283018867924528,0.0,0.40350877192982454,0.5480769230769231,-0.3906520676945694,0.5480769230769231,0.0,0.40350877192982454,0,0.46,0.0
11,0.7965779467680608,0.5057692307692307,10.42318197871922,0.5057692307692307,0.0,0.7965779467680608,0,0.7673992673992674,0.0,0.5106382978723404,0.4519230769230769,0.18007409560682017,0.4519230769230769,0.0,0.5106382978723404,0,0.4528301886792453,0.0,0.4074074074074074,0.5192307692307693,-0.39718264105080253,0.5192307692307693,0.0,0.4074074074074074,0,0.44,0.0
12,0.8132295719844358,0.49423076923076925,11.105999014899167,0.49423076923076925,0.0,0.8132295719844358,0,0.7655677655677655,0.0,0.5416666666666666,0.46153846153846156,0.31440680954903416,0.46153846153846156,0.0,0.5416666666666666,0,0.49056603773584906,0.0,0.4375,0.6153846153846154,-0.4261942212763396,0.6153846153846154,0.0,0.4375,0,0.56,0.0
13,0.7992351816443595,0.5028846153846154,10.254258047506928,0.5028846153846154,0.0,0.7992351816443595,0,0.7655677655677655,0.0,0.5777777777777777,0.4326923076923077,0.3678140389072614,0.4326923076923077,0.0,0.5777777777777777,0,0.49056603773584906,0.0,0.43333333333333335,0.5769230769230769,-0.44890258705178215,0.5769230769230769,0.0,0.43333333333333335,0,0.52,0.0
