Iteration,trainAccuracy,trainCoverage,trainReward,trainLong%,trainShort%,trainLongAcc,trainShortAcc,trainLongPrec,trainShortPrec,validationAccuracy,validationCoverage,validationReward,validationLong%,validationShort%,validationLongAcc,validationShortAcc,validLongPrec,validShortPrec,testAccuracy,testCoverage,testReward,testLong%,testShort%,testLongAcc,testShortAcc,testLongPrec,testShortPrec
0,0.5427872860635696,0.4647727272727273,0.9532133729752386,0.4647727272727273,0.0,0.5427872860635696,0,0.48577680525164113,0.0,0.5,0.7727272727272727,-0.04236473465467359,0.7727272727272727,0.0,0.5,0,0.7555555555555555,0.0,0.44,0.8522727272727273,-0.10293507145137124,0.8522727272727273,0.0,0.44,0,0.8461538461538461,0.0
1,0.6069114470842333,0.5261363636363636,3.8247800442121522,0.5261363636363636,0.0,0.6069114470842333,0,0.6148796498905909,0.0,0.4888888888888889,0.5113636363636364,0.06476705301041813,0.5113636363636364,0.0,0.4888888888888889,0,0.4888888888888889,0.0,0.4489795918367347,0.5568181818181818,0.0010759746802101369,0.5568181818181818,0.0,0.4489795918367347,0,0.5641025641025641,0.0
2,0.7362924281984334,0.43522727272727274,6.070546727693144,0.43522727272727274,0.0,0.7362924281984334,0,0.6170678336980306,0.0,0.425,0.45454545454545453,0.0585934874173577,0.45454545454545453,0.0,0.425,0,0.37777777777777777,0.0,0.4583333333333333,0.5454545454545454,-0.014009268704793368,0.5454545454545454,0.0,0.4583333333333333,0,0.5641025641025641,0.0
3,0.7955112219451371,0.4556818181818182,7.345866131339286,0.4556818181818182,0.0,0.7955112219451371,0,0.6980306345733042,0.0,0.4838709677419355,0.3522727272727273,0.12921217549876055,0.3522727272727273,0.0,0.4838709677419355,0,0.3333333333333333,0.0,0.4444444444444444,0.5113636363636364,-0.00580265880328399,0.5113636363636364,0.0,0.4444444444444444,0,0.5128205128205128,0.0
4,0.8123456790123457,0.4602272727272727,7.545860816185399,0.4602272727272727,0.0,0.8123456790123457,0,0.7199124726477024,0.0,0.5151515151515151,0.375,0.1664074191659301,0.375,0.0,0.5151515151515151,0,0.37777777777777777,0.0,0.4489795918367347,0.5568181818181818,0.003850194159609001,0.5568181818181818,0.0,0.4489795918367347,0,0.5641025641025641,0.0
5,0.8465346534653465,0.4590909090909091,8.514859259556532,0.4590909090909091,0.0,0.8465346534653465,0,0.7483588621444202,0.0,0.4864864864864865,0.42045454545454547,0.08489097987262545,0.42045454545454547,0.0,0.4864864864864865,0,0.4,0.0,0.5,0.5909090909090909,0.04284843362016525,0.5909090909090909,0.0,0.5,0,0.6666666666666666,0.0
6,0.7927107061503417,0.49886363636363634,8.262999141884976,0.49886363636363634,0.0,0.7927107061503417,0,0.7614879649890591,0.0,0.4090909090909091,0.5,-0.07095769239382387,0.5,0.0,0.4090909090909091,0,0.4,0.0,0.49122807017543857,0.6477272727272727,0.06633017090912716,0.6477272727272727,0.0,0.49122807017543857,0,0.717948717948718,0.0
7,0.8183908045977012,0.4943181818181818,8.765084286708598,0.4943181818181818,0.0,0.8183908045977012,0,0.7789934354485777,0.0,0.4166666666666667,0.4090909090909091,-0.0010450726706206083,0.4090909090909091,0.0,0.4166666666666667,0,0.3333333333333333,0.0,0.5111111111111111,0.5113636363636364,0.029688856327719712,0.5113636363636364,0.0,0.5111111111111111,0,0.5897435897435898,0.0
8,0.8210023866348448,0.47613636363636364,8.117068152567516,0.47613636363636364,0.0,0.8210023866348448,0,0.7527352297592997,0.0,0.4318181818181818,0.5,-0.031046468826296622,0.5,0.0,0.4318181818181818,0,0.4222222222222222,0.0,0.46551724137931033,0.6590909090909091,0.02829972271781113,0.6590909090909091,0.0,0.46551724137931033,0,0.6923076923076923,0.0
9,0.8391608391608392,0.4875,8.448015613187254,0.4875,0.0,0.8391608391608392,0,0.787746170678337,0.0,0.47368421052631576,0.4318181818181818,0.09017558261712046,0.4318181818181818,0.0,0.47368421052631576,0,0.4,0.0,0.4782608695652174,0.5227272727272727,-0.0010739726206559566,0.5227272727272727,0.0,0.4782608695652174,0,0.5641025641025641,0.0
10,0.8317972350230415,0.49318181818181817,9.542860164046258,0.49318181818181817,0.0,0.8317972350230415,0,0.7899343544857768,0.0,0.43902439024390244,0.4659090909090909,0.04532369545833281,0.4659090909090909,0.0,0.43902439024390244,0,0.4,0.0,0.46938775510204084,0.5568181818181818,-0.022364320112917377,0.5568181818181818,0.0,0.46938775510204084,0,0.5897435897435898,0.0
11,0.8430493273542601,0.5068181818181818,9.459286731805102,0.5068181818181818,0.0,0.8430493273542601,0,0.8227571115973742,0.0,0.47368421052631576,0.4318181818181818,0.04144463935715944,0.4318181818181818,0.0,0.47368421052631576,0,0.4,0.0,0.4444444444444444,0.5113636363636364,-0.07795970474902236,0.5113636363636364,0.0,0.4444444444444444,0,0.5128205128205128,0.0
12,0.8278145695364238,0.5147727272727273,9.147066219698548,0.5147727272727273,0.0,0.8278145695364238,0,0.8205689277899344,0.0,0.45652173913043476,0.5227272727272727,0.009112097057816789,0.5227272727272727,0.0,0.45652173913043476,0,0.4666666666666667,0.0,0.44,0.5681818181818182,-0.06614487314901954,0.5681818181818182,0.0,0.44,0,0.5641025641025641,0.0
13,0.8387096774193549,0.5284090909090909,9.463592368066669,0.5284090909090909,0.0,0.8387096774193549,0,0.8533916849015317,0.0,0.4418604651162791,0.48863636363636365,-0.014645598825519598,0.48863636363636365,0.0,0.4418604651162791,0,0.4222222222222222,0.0,0.4727272727272727,0.625,0.04800350837819377,0.625,0.0,0.4727272727272727,0,0.6666666666666666,0.0
14,0.843400447427293,0.5079545454545454,9.185968003811983,0.5079545454545454,0.0,0.843400447427293,0,0.824945295404814,0.0,0.4594594594594595,0.42045454545454547,0.012630344355502535,0.42045454545454547,0.0,0.4594594594594595,0,0.37777777777777777,0.0,0.5111111111111111,0.5113636363636364,0.027217222001368106,0.5113636363636364,0.0,0.5111111111111111,0,0.5897435897435898,0.0
15,0.8301075268817204,0.5284090909090909,9.599328506750345,0.5284090909090909,0.0,0.8301075268817204,0,0.8446389496717724,0.0,0.4523809523809524,0.4772727272727273,-0.0402673904338555,0.4772727272727273,0.0,0.4523809523809524,0,0.4222222222222222,0.0,0.5,0.5681818181818182,0.106530585965044,0.5681818181818182,0.0,0.5,0,0.6410256410256411,0.0
16,0.8329853862212944,0.5443181818181818,9.991078051032993,0.5443181818181818,0.0,0.8329853862212944,0,0.8730853391684902,0.0,0.425,0.45454545454545453,-0.009617197169781221,0.45454545454545453,0.0,0.425,0,0.37777777777777777,0.0,0.5208333333333334,0.5454545454545454,0.11850000847087463,0.5454545454545454,0.0,0.5208333333333334,0,0.6410256410256411,0.0
17,0.8764568764568764,0.4875,9.312417400062536,0.4875,0.0,0.8764568764568764,0,0.8227571115973742,0.0,0.45098039215686275,0.5795454545454546,-0.005449547082653092,0.5795454545454546,0.0,0.45098039215686275,0,0.5111111111111111,0.0,0.48333333333333334,0.6818181818181818,0.10296521256230837,0.6818181818181818,0.0,0.48333333333333334,0,0.7435897435897436,0.0
18,0.8347457627118644,0.5363636363636364,9.457882372075302,0.5363636363636364,0.0,0.8347457627118644,0,0.862144420131291,0.0,0.4318181818181818,0.5,-0.022744369640610242,0.5,0.0,0.4318181818181818,0,0.4222222222222222,0.0,0.5098039215686274,0.5795454545454546,0.11399234235933178,0.5795454545454546,0.0,0.5098039215686274,0,0.6666666666666666,0.0
19,0.8574561403508771,0.5181818181818182,9.718968041410157,0.5181818181818182,0.0,0.8574561403508771,0,0.8555798687089715,0.0,0.4772727272727273,0.5,0.025872197613014482,0.5,0.0,0.4772727272727273,0,0.4666666666666667,0.0,0.5098039215686274,0.5795454545454546,0.11412561073900937,0.5795454545454546,0.0,0.5098039215686274,0,0.6666666666666666,0.0
20,0.8656716417910447,0.5329545454545455,10.244272551588004,0.5329545454545455,0.0,0.8656716417910447,0,0.888402625820569,0.0,0.4318181818181818,0.5,-0.02459083812308235,0.5,0.0,0.4318181818181818,0,0.4222222222222222,0.0,0.5,0.5909090909090909,0.11649759964478779,0.5909090909090909,0.0,0.5,0,0.6666666666666666,0.0
21,0.8760869565217392,0.5227272727272727,10.178249785141553,0.5227272727272727,0.0,0.8760869565217392,0,0.8818380743982495,0.0,0.4666666666666667,0.5113636363636364,0.033965507027547664,0.5113636363636364,0.0,0.4666666666666667,0,0.4666666666666667,0.0,0.5,0.5909090909090909,0.11364733136667601,0.5909090909090909,0.0,0.5,0,0.6666666666666666,0.0
22,0.864516129032258,0.5284090909090909,9.756776237206802,0.5284090909090909,0.0,0.864516129032258,0,0.8796498905908097,0.0,0.4791666666666667,0.5454545454545454,0.07461128133525155,0.5454545454545454,0.0,0.4791666666666667,0,0.5111111111111111,0.0,0.5087719298245614,0.6477272727272727,0.112200597115264,0.6477272727272727,0.0,0.5087719298245614,0,0.7435897435897436,0.0
23,0.8422174840085288,0.5329545454545455,9.563557262135497,0.5329545454545455,0.0,0.8422174840085288,0,0.8643326039387309,0.0,0.46808510638297873,0.5340909090909091,0.01597892724134856,0.5340909090909091,0.0,0.46808510638297873,0,0.4888888888888889,0.0,0.49019607843137253,0.5795454545454546,0.1068066644012313,0.5795454545454546,0.0,0.49019607843137253,0,0.6410256410256411,0.0
24,0.8580508474576272,0.5363636363636364,10.367107230856393,0.5363636363636364,0.0,0.8580508474576272,0,0.8862144420131292,0.0,0.4878048780487805,0.4659090909090909,0.03345128499617801,0.4659090909090909,0.0,0.4878048780487805,0,0.4444444444444444,0.0,0.5,0.5227272727272727,0.06804545938112433,0.5227272727272727,0.0,0.5,0,0.5897435897435898,0.0
25,0.8722466960352423,0.5159090909090909,10.053261694400968,0.5159090909090909,0.0,0.8722466960352423,0,0.8665207877461707,0.0,0.4888888888888889,0.5113636363636364,0.0617379625166652,0.5113636363636364,0.0,0.4888888888888889,0,0.4888888888888889,0.0,0.47058823529411764,0.5795454545454546,0.08745499293987041,0.5795454545454546,0.0,0.47058823529411764,0,0.6153846153846154,0.0
26,0.875,0.5272727272727272,10.11325112867193,0.5272727272727272,0.0,0.875,0,0.888402625820569,0.0,0.4583333333333333,0.5454545454545454,-0.02291815712001657,0.5454545454545454,0.0,0.4583333333333333,0,0.4888888888888889,0.0,0.5,0.7045454545454546,0.11164884902721287,0.7045454545454546,0.0,0.5,0,0.7948717948717948,0.0
27,0.8242677824267782,0.5431818181818182,9.270928274337644,0.5431818181818182,0.0,0.8242677824267782,0,0.862144420131291,0.0,0.4666666666666667,0.5113636363636364,0.020753731424895557,0.5113636363636364,0.0,0.4666666666666667,0,0.4666666666666667,0.0,0.5087719298245614,0.6477272727272727,0.1283747018954856,0.6477272727272727,0.0,0.5087719298245614,0,0.7435897435897436,0.0
28,0.8744588744588745,0.525,10.390948466728327,0.525,0.0,0.8744588744588745,0,0.8840262582056893,0.0,0.4807692307692308,0.5909090909090909,0.07092110709545296,0.5909090909090909,0.0,0.4807692307692308,0,0.5555555555555556,0.0,0.48484848484848486,0.75,0.12527868137396828,0.75,0.0,0.48484848484848486,0,0.8205128205128205,0.0
29,0.869281045751634,0.5215909090909091,10.173171058400426,0.5215909090909091,0.0,0.869281045751634,0,0.8730853391684902,0.0,0.46808510638297873,0.5340909090909091,0.13895597625916792,0.5340909090909091,0.0,0.46808510638297873,0,0.4888888888888889,0.0,0.5,0.6818181818181818,0.129888477414274,0.6818181818181818,0.0,0.5,0,0.7692307692307693,0.0
30,0.8531914893617021,0.5340909090909091,10.15238502769866,0.5340909090909091,0.0,0.8531914893617021,0,0.8774617067833698,0.0,0.48936170212765956,0.5340909090909091,0.1480060895453134,0.5340909090909091,0.0,0.48936170212765956,0,0.5111111111111111,0.0,0.5,0.6363636363636364,0.12574186416558536,0.6363636363636364,0.0,0.5,0,0.717948717948718,0.0
31,0.8796498905908097,0.5193181818181818,10.402284318239426,0.5193181818181818,0.0,0.8796498905908097,0,0.8796498905908097,0.0,0.5,0.5227272727272727,0.1601547545124785,0.5227272727272727,0.0,0.5,0,0.5111111111111111,0.0,0.5,0.5909090909090909,0.07584684010414552,0.5909090909090909,0.0,0.5,0,0.6666666666666666,0.0
32,0.8615384615384616,0.5170454545454546,9.52007804425008,0.5170454545454546,0.0,0.8615384615384616,0,0.8577680525164114,0.0,0.4897959183673469,0.5568181818181818,0.11297930951859567,0.5568181818181818,0.0,0.4897959183673469,0,0.5333333333333333,0.0,0.5,0.6818181818181818,0.12852671670826477,0.6818181818181818,0.0,0.5,0,0.7692307692307693,0.0
33,0.8464912280701754,0.5181818181818182,9.952092728688715,0.5181818181818182,0.0,0.8464912280701754,0,0.8446389496717724,0.0,0.4883720930232558,0.48863636363636365,0.17129392778062283,0.48863636363636365,0.0,0.4883720930232558,0,0.4666666666666667,0.0,0.5263157894736842,0.6477272727272727,0.1495152803007003,0.6477272727272727,0.0,0.5263157894736842,0,0.7692307692307693,0.0
34,0.8553191489361702,0.5340909090909091,9.87221768794644,0.5340909090909091,0.0,0.8553191489361702,0,0.8796498905908097,0.0,0.48717948717948717,0.4431818181818182,0.11894163556415577,0.4431818181818182,0.0,0.48717948717948717,0,0.4222222222222222,0.0,0.5185185185185185,0.6136363636363636,0.09714521667681691,0.6136363636363636,0.0,0.5185185185185185,0,0.717948717948718,0.0
35,0.869281045751634,0.5215909090909091,10.381817300452798,0.5215909090909091,0.0,0.869281045751634,0,0.8730853391684902,0.0,0.44680851063829785,0.5340909090909091,0.010364797246534501,0.5340909090909091,0.0,0.44680851063829785,0,0.4666666666666667,0.0,0.5272727272727272,0.625,0.10136098218908421,0.625,0.0,0.5272727272727272,0,0.7435897435897436,0.0
36,0.8592132505175983,0.5488636363636363,9.728209859973719,0.5488636363636363,0.0,0.8592132505175983,0,0.9080962800875274,0.0,0.45652173913043476,0.5227272727272727,0.06151691856594206,0.5227272727272727,0.0,0.45652173913043476,0,0.4666666666666667,0.0,0.5272727272727272,0.625,0.10136098218908421,0.625,0.0,0.5272727272727272,0,0.7435897435897436,0.0
37,0.8516949152542372,0.5363636363636364,10.113397408705284,0.5363636363636364,0.0,0.8516949152542372,0,0.8796498905908097,0.0,0.47058823529411764,0.5795454545454546,0.02979894131312701,0.5795454545454546,0.0,0.47058823529411764,0,0.5333333333333333,0.0,0.5087719298245614,0.6477272727272727,0.09329552154113871,0.6477272727272727,0.0,0.5087719298245614,0,0.7435897435897436,0.0
38,0.8777292576419214,0.5204545454545455,10.725657361763856,0.5204545454545455,0.0,0.8777292576419214,0,0.8796498905908097,0.0,0.5121951219512195,0.4659090909090909,0.10521848560195052,0.4659090909090909,0.0,0.5121951219512195,0,0.4666666666666667,0.0,0.5094339622641509,0.6022727272727273,0.06743271621454847,0.6022727272727273,0.0,0.5094339622641509,0,0.6923076923076923,0.0
39,0.8716216216216216,0.5045454545454545,9.89870286838717,0.5045454545454545,0.0,0.8716216216216216,0,0.8468271334792122,0.0,0.4888888888888889,0.5113636363636364,0.10147337159641479,0.5113636363636364,0.0,0.4888888888888889,0,0.4888888888888889,0.0,0.5094339622641509,0.6022727272727273,0.07800219775036979,0.6022727272727273,0.0,0.5094339622641509,0,0.6923076923076923,0.0
40,0.8628691983122363,0.5386363636363637,10.2613877711052,0.5386363636363637,0.0,0.8628691983122363,0,0.8949671772428884,0.0,0.4772727272727273,0.5,0.07745289462338523,0.5,0.0,0.4772727272727273,0,0.4666666666666667,0.0,0.5185185185185185,0.6136363636363636,0.09715110915584418,0.6136363636363636,0.0,0.5185185185185185,0,0.717948717948718,0.0
41,0.8738738738738738,0.5045454545454545,10.00595930043233,0.5045454545454545,0.0,0.8738738738738738,0,0.849015317286652,0.0,0.5,0.4772727272727273,0.12444920749789881,0.4772727272727273,0.0,0.5,0,0.4666666666666667,0.0,0.5,0.5454545454545454,0.07158087559532808,0.5454545454545454,0.0,0.5,0,0.6153846153846154,0.0
42,0.8776824034334764,0.5295454545454545,10.103486175959942,0.5295454545454545,0.0,0.8776824034334764,0,0.8949671772428884,0.0,0.48936170212765956,0.5340909090909091,0.12298239959024998,0.5340909090909091,0.0,0.48936170212765956,0,0.5111111111111111,0.0,0.5178571428571429,0.6363636363636364,0.09992284246249222,0.6363636363636364,0.0,0.5178571428571429,0,0.7435897435897436,0.0
43,0.8778947368421053,0.5397727272727273,10.925970301439486,0.5397727272727273,0.0,0.8778947368421053,0,0.912472647702407,0.0,0.4782608695652174,0.5227272727272727,0.12622112433267554,0.5227272727272727,0.0,0.4782608695652174,0,0.4888888888888889,0.0,0.5178571428571429,0.6363636363636364,0.09992284246249222,0.6363636363636364,0.0,0.5178571428571429,0,0.7435897435897436,0.0
44,0.8766233766233766,0.525,10.041265863351388,0.525,0.0,0.8766233766233766,0,0.8862144420131292,0.0,0.5,0.4772727272727273,0.11978208578164526,0.4772727272727273,0.0,0.5,0,0.4666666666666667,0.0,0.5185185185185185,0.6136363636363636,0.0988459799675604,0.6136363636363636,0.0,0.5185185185185185,0,0.717948717948718,0.0
45,0.8787878787878788,0.525,10.35374300876948,0.525,0.0,0.8787878787878788,0,0.888402625820569,0.0,0.48717948717948717,0.4431818181818182,0.11781326337390235,0.4431818181818182,0.0,0.48717948717948717,0,0.4222222222222222,0.0,0.5490196078431373,0.5795454545454546,0.1307830347473424,0.5795454545454546,0.0,0.5490196078431373,0,0.717948717948718,0.0
46,0.8896247240618101,0.5147727272727273,10.035924945589409,0.5147727272727273,0.0,0.8896247240618101,0,0.8818380743982495,0.0,0.4888888888888889,0.5113636363636364,0.08889392048296052,0.5113636363636364,0.0,0.4888888888888889,0,0.4888888888888889,0.0,0.509090909090909,0.625,0.09571296942925223,0.625,0.0,0.509090909090909,0,0.717948717948718,0.0
47,0.8766519823788547,0.5159090909090909,10.354422993611466,0.5159090909090909,0.0,0.8766519823788547,0,0.8708971553610503,0.0,0.5348837209302325,0.48863636363636365,0.1888031488001574,0.48863636363636365,0.0,0.5348837209302325,0,0.5111111111111111,0.0,0.5185185185185185,0.6136363636363636,0.10742408800692488,0.6136363636363636,0.0,0.5185185185185185,0,0.717948717948718,0.0
48,0.8866666666666667,0.5113636363636364,10.094051935578282,0.5113636363636364,0.0,0.8866666666666667,0,0.8730853391684902,0.0,0.5,0.5,0.10404495628457866,0.5,0.0,0.5,0,0.4888888888888889,0.0,0.52,0.5681818181818182,0.10804651844807903,0.5681818181818182,0.0,0.52,0,0.6666666666666666,0.0
49,0.8544698544698545,0.5465909090909091,10.244155207293302,0.5465909090909091,0.0,0.8544698544698545,0,0.899343544857768,0.0,0.4883720930232558,0.48863636363636365,0.12165558768709925,0.48863636363636365,0.0,0.4883720930232558,0,0.4666666666666667,0.0,0.5283018867924528,0.6022727272727273,0.10987052430453095,0.6022727272727273,0.0,0.5283018867924528,0,0.717948717948718,0.0
50,0.8864142538975501,0.5102272727272728,10.058673911098152,0.5102272727272728,0.0,0.8864142538975501,0,0.8708971553610503,0.0,0.5416666666666666,0.5454545454545454,0.1595955982806902,0.5454545454545454,0.0,0.5416666666666666,0,0.5777777777777777,0.0,0.5,0.6363636363636364,0.09323792986680868,0.6363636363636364,0.0,0.5,0,0.717948717948718,0.0
