Iteration,trainAccuracy,trainCoverage,trainReward,trainLong%,trainShort%,trainLongAcc,trainShortAcc,trainLongPrec,trainShortPrec,validationAccuracy,validationCoverage,validationReward,validationLong%,validationShort%,validationLongAcc,validationShortAcc,validLongPrec,validShortPrec,testAccuracy,testCoverage,testReward,testLong%,testShort%,testLongAcc,testShortAcc,testLongPrec,testShortPrec
0,0.5100806451612904,0.41333333333333333,0.976577246476039,0.41333333333333333,0.0,0.5100806451612904,0,0.3990536277602524,0.0,0.3783783783783784,0.30833333333333335,-0.2579102245070577,0.30833333333333335,0.0,0.3783783783783784,0,0.27450980392156865,0.0,0.5128205128205128,0.325,0.2099003448044682,0.325,0.0,0.5128205128205128,0,0.3389830508474576,0.0
1,0.6608315098468271,0.38083333333333336,5.581961092833253,0.38083333333333336,0.0,0.6608315098468271,0,0.47634069400630913,0.0,0.4772727272727273,0.36666666666666664,-0.1278262571305998,0.36666666666666664,0.0,0.4772727272727273,0,0.4117647058823529,0.0,0.5294117647058824,0.425,0.3257378700364203,0.425,0.0,0.5294117647058824,0,0.4576271186440678,0.0
2,0.7368421052631579,0.3641666666666667,7.417312799554393,0.3641666666666667,0.0,0.7368421052631579,0,0.5078864353312302,0.0,0.5,0.36666666666666664,0.018576243654574765,0.36666666666666664,0.0,0.5,0,0.43137254901960786,0.0,0.5652173913043478,0.38333333333333336,0.4053185291428628,0.38333333333333336,0.0,0.5652173913043478,0,0.4406779661016949,0.0
3,0.7627118644067796,0.3933333333333333,8.84093677202456,0.3933333333333333,0.0,0.7627118644067796,0,0.5678233438485805,0.0,0.45098039215686275,0.425,-0.15478439330467178,0.425,0.0,0.45098039215686275,0,0.45098039215686275,0.0,0.5740740740740741,0.45,0.4172413476197886,0.45,0.0,0.5740740740740741,0,0.5254237288135594,0.0
4,0.7987421383647799,0.3975,9.987062682706732,0.3975,0.0,0.7987421383647799,0,0.6009463722397477,0.0,0.45454545454545453,0.36666666666666664,-0.14442594475170312,0.36666666666666664,0.0,0.45454545454545453,0,0.39215686274509803,0.0,0.5161290322580645,0.5166666666666667,0.37993124336099304,0.5166666666666667,0.0,0.5161290322580645,0,0.5423728813559322,0.0
5,0.7654784240150094,0.44416666666666665,10.586762024524367,0.44416666666666665,0.0,0.7654784240150094,0,0.6435331230283912,0.0,0.46,0.4166666666666667,-0.1560574573619758,0.4166666666666667,0.0,0.46,0,0.45098039215686275,0.0,0.484375,0.5333333333333333,0.34093228262064523,0.5333333333333333,0.0,0.484375,0,0.5254237288135594,0.0
6,0.7802607076350093,0.4475,10.743695761697106,0.4475,0.0,0.7802607076350093,0,0.6608832807570978,0.0,0.41509433962264153,0.44166666666666665,-0.2591654544431961,0.44166666666666665,0.0,0.41509433962264153,0,0.43137254901960786,0.0,0.4647887323943662,0.5916666666666667,0.28233472004143045,0.5916666666666667,0.0,0.4647887323943662,0,0.559322033898305,0.0
7,0.7842105263157895,0.475,10.297980552327424,0.475,0.0,0.7842105263157895,0,0.7050473186119873,0.0,0.423728813559322,0.49166666666666664,-0.23875650969953258,0.49166666666666664,0.0,0.423728813559322,0,0.49019607843137253,0.0,0.5189873417721519,0.6583333333333333,0.4525155892761038,0.6583333333333333,0.0,0.5189873417721519,0,0.6949152542372882,0.0
8,0.8021201413427562,0.4716666666666667,11.606383238315379,0.4716666666666667,0.0,0.8021201413427562,0,0.7160883280757098,0.0,0.4375,0.5333333333333333,-0.13095505208070685,0.5333333333333333,0.0,0.4375,0,0.5490196078431373,0.0,0.5125,0.6666666666666666,0.4115673930222967,0.6666666666666666,0.0,0.5125,0,0.6949152542372882,0.0
9,0.8129251700680272,0.49,11.952711675219087,0.49,0.0,0.8129251700680272,0,0.7539432176656151,0.0,0.43103448275862066,0.48333333333333334,-0.15867356543514266,0.48333333333333334,0.0,0.43103448275862066,0,0.49019607843137253,0.0,0.5,0.5833333333333334,0.38088995699177886,0.5833333333333334,0.0,0.5,0,0.5932203389830508,0.0
10,0.8101694915254237,0.49166666666666664,11.599902574827619,0.49166666666666664,0.0,0.8101694915254237,0,0.7539432176656151,0.0,0.4444444444444444,0.525,-0.014986272356168224,0.525,0.0,0.4444444444444444,0,0.5490196078431373,0.0,0.5063291139240507,0.6583333333333333,0.4794842712438874,0.6583333333333333,0.0,0.5063291139240507,0,0.6779661016949152,0.0
11,0.8080985915492958,0.47333333333333333,11.468377759769066,0.47333333333333333,0.0,0.8080985915492958,0,0.7239747634069401,0.0,0.41935483870967744,0.5166666666666667,-0.08957152450743751,0.5166666666666667,0.0,0.41935483870967744,0,0.5098039215686274,0.0,0.46835443037974683,0.6583333333333333,0.42301812659873067,0.6583333333333333,0.0,0.46835443037974683,0,0.6271186440677966,0.0
12,0.8322033898305085,0.49166666666666664,12.511852057493334,0.49166666666666664,0.0,0.8322033898305085,0,0.7744479495268138,0.0,0.45901639344262296,0.5083333333333333,0.04428556752527848,0.5083333333333333,0.0,0.45901639344262296,0,0.5490196078431373,0.0,0.4875,0.6666666666666666,0.4747057866094315,0.6666666666666666,0.0,0.4875,0,0.6610169491525424,0.0
13,0.8224455611390284,0.4975,12.220217944693333,0.4975,0.0,0.8224455611390284,0,0.7744479495268138,0.0,0.40625,0.5333333333333333,-0.26912150613938457,0.5333333333333333,0.0,0.40625,0,0.5098039215686274,0.0,0.4805194805194805,0.6416666666666667,0.4182986511608652,0.6416666666666667,0.0,0.4805194805194805,0,0.6271186440677966,0.0
14,0.825503355704698,0.49666666666666665,12.737680356975824,0.49666666666666665,0.0,0.825503355704698,0,0.7760252365930599,0.0,0.45,0.5,-0.050573348703272285,0.5,0.0,0.45,0,0.5294117647058824,0.0,0.4936708860759494,0.6583333333333333,0.5235187429384982,0.6583333333333333,0.0,0.4936708860759494,0,0.6610169491525424,0.0
