Iteration,trainAccuracy,trainCoverage,trainReward,trainLong%,trainShort%,trainLongAcc,trainShortAcc,trainLongPrec,trainShortPrec,validationAccuracy,validationCoverage,validationReward,validationLong%,validationShort%,validationLongAcc,validationShortAcc,validLongPrec,validShortPrec,testAccuracy,testCoverage,testReward,testLong%,testShort%,testLongAcc,testShortAcc,testLongPrec,testShortPrec
0,0.523109243697479,0.39666666666666667,0.9930591116621009,0.39666666666666667,0.0,0.523109243697479,0,0.3921259842519685,0.0,0.5,0.3333333333333333,0.11699102180535373,0.3333333333333333,0.0,0.5,0,0.3389830508474576,0.0,0.4722222222222222,0.3,-0.06650948784464475,0.3,0.0,0.4722222222222222,0,0.27419354838709675,0.0
1,0.6889848812095032,0.3858333333333333,6.487988303398987,0.3858333333333333,0.0,0.6889848812095032,0,0.5023622047244094,0.0,0.42857142857142855,0.35,0.09812673608384659,0.35,0.0,0.42857142857142855,0,0.3050847457627119,0.0,0.43478260869565216,0.38333333333333336,-0.08583354689878234,0.38333333333333336,0.0,0.43478260869565216,0,0.3225806451612903,0.0
2,0.7331932773109243,0.39666666666666667,8.03433683471885,0.39666666666666667,0.0,0.7331932773109243,0,0.5496062992125984,0.0,0.48484848484848486,0.275,0.12813656012832952,0.275,0.0,0.48484848484848486,0,0.2711864406779661,0.0,0.5,0.3,-0.018218594794143346,0.3,0.0,0.5,0,0.2903225806451613,0.0
3,0.7445972495088409,0.4241666666666667,8.335348328018558,0.4241666666666667,0.0,0.7445972495088409,0,0.5968503937007874,0.0,0.425,0.3333333333333333,0.13704207232935703,0.3333333333333333,0.0,0.425,0,0.288135593220339,0.0,0.48717948717948717,0.325,-0.03327186130613249,0.325,0.0,0.48717948717948717,0,0.3064516129032258,0.0
4,0.7467166979362101,0.44416666666666665,8.780717884305304,0.44416666666666665,0.0,0.7467166979362101,0,0.6267716535433071,0.0,0.47058823529411764,0.425,0.22515830000807635,0.425,0.0,0.47058823529411764,0,0.4067796610169492,0.0,0.5111111111111111,0.375,0.00518607379667292,0.375,0.0,0.5111111111111111,0,0.3709677419354839,0.0
5,0.75177304964539,0.47,9.142888569559895,0.47,0.0,0.75177304964539,0,0.6677165354330709,0.0,0.5098039215686274,0.425,0.23887777501229127,0.425,0.0,0.5098039215686274,0,0.4406779661016949,0.0,0.5238095238095238,0.35,0.022619819922400714,0.35,0.0,0.5238095238095238,0,0.3548387096774194,0.0
6,0.774074074074074,0.45,10.119157914825237,0.45,0.0,0.774074074074074,0,0.658267716535433,0.0,0.48333333333333334,0.5,0.1979119827686493,0.5,0.0,0.48333333333333334,0,0.4915254237288136,0.0,0.5217391304347826,0.38333333333333336,0.06503961555351973,0.38333333333333336,0.0,0.5217391304347826,0,0.3870967741935484,0.0
7,0.8003565062388592,0.4675,11.464319294202763,0.4675,0.0,0.8003565062388592,0,0.7070866141732284,0.0,0.5,0.5,0.18989071784405342,0.5,0.0,0.5,0,0.5084745762711864,0.0,0.5283018867924528,0.44166666666666665,0.10795881771633362,0.44166666666666665,0.0,0.5283018867924528,0,0.45161290322580644,0.0
8,0.8072916666666666,0.48,11.710683053422263,0.48,0.0,0.8072916666666666,0,0.7322834645669292,0.0,0.5084745762711864,0.49166666666666664,0.23697545388918057,0.49166666666666664,0.0,0.5084745762711864,0,0.5084745762711864,0.0,0.52,0.4166666666666667,0.03167694378504614,0.4166666666666667,0.0,0.52,0,0.41935483870967744,0.0
9,0.8017543859649123,0.475,12.023703747912524,0.475,0.0,0.8017543859649123,0,0.7196850393700788,0.0,0.5,0.5166666666666667,0.16949336297448805,0.5166666666666667,0.0,0.5,0,0.5254237288135594,0.0,0.5471698113207547,0.44166666666666665,0.03494027736691514,0.44166666666666665,0.0,0.5471698113207547,0,0.46774193548387094,0.0
